Yaw,Pitch,Roll,IMU_Yaw,IMU_Pitch,IMU_Roll
-12.214378641876745,0.8782383652014418,3.1344071493451438,-12.438217309389785,0.749377695734374,2.970179350609968
-12.24044103483384,0.8689609720828954,3.126104591061632,-12.444360406411798,0.7446121138018084,2.9691494356159267
-12.245815098285954,0.862168584723498,3.1254846188594745,-12.446220843098663,0.7439421532904273,2.971440236770541
-12.235878536592022,0.8697594508719311,3.130494506175157,-12.442119944795705,0.7462644316358265,2.9711936931665908
-12.248077546374347,0.86542481706864,3.124428429226781,-12.44273940348514,0.7514545222669538,2.9716399353467007
-12.225239957358356,0.8742046508907872,3.1350560618351917,-12.439132520347382,0.7530394020186875,2.9733183780867893
-12.214958904823881,0.877496538571625,3.1324590526698577,-12.442068815344115,0.7549621838781521,2.972176488138311
-12.206155354166713,0.8790376569381676,3.1359033264549487,-12.44002322655178,0.7518331443262183,2.968960531308258
-12.205865193750611,0.8769841151349134,3.1339074356368295,-12.440729068372782,0.753811665981558,2.9685401960174285
-12.198220573577691,0.8837545801872869,3.1381261191100394,-12.442266128888193,0.7488044095114099,2.9695361590397877
-12.783772587478055,0.7705703635389317,3.227586255553756,-12.440854591297143,0.7480874979246237,2.9657959504937668
-12.634095596384666,0.8592371136822055,2.8839890755650974,-12.44234232482862,0.7461403723087041,2.9670743854175567
-12.375124968705823,0.9343726814189333,3.1121914365192342,-12.425904227654668,0.752006733191513,2.9515202493952972
-12.168766167790688,0.9124958223207973,2.9214357611402413,-12.426800248466753,0.7522366523426716,2.953202001741752
-12.807910934589776,0.7019384327279614,2.8864804136615847,-12.42803726914635,0.7573157537193347,2.95580004955284
-12.73592260819775,0.7809786488642372,3.100515115409865,-12.432027750985943,0.7557607921769952,2.957662078696032
-12.37931705540647,0.7659919617826275,3.172375188939907,-12.43117538160171,0.7528561075766003,2.956876866289471
-12.213750592320139,0.9567396173663347,2.95874327146423,-12.429992371124305,0.7464787109452115,2.9578247180411257
-12.467956833098071,0.8949784351131088,2.8898905317503027,-12.428715752982155,0.7462903275104975,2.9532874668594995
-12.789651290480139,0.9332979789778115,2.7738957699121487,-12.425638667635255,0.7489604751245035,2.953268577118056
-12.390936739060916,0.9241264677553584,2.8952449765386974,-12.420958534256831,0.752068535024309,2.9536158207563648
-12.342564273434531,0.8722118307835655,2.988470525514743,-12.423648653852624,0.7474751785970201,2.955008324876443
-12.28218938623184,0.7705643286077283,2.715738151165292,-12.421794038550559,0.7477640233454926,2.956749407191229
-12.310720647221293,0.8916849316656089,3.015718161995791,-12.417361400961559,0.7495418472844327,2.9514408529153213
-12.111075243265795,0.8103291663274161,3.0162290628885033,-12.41492830198124,0.7437149498277548,2.952958963360963
-12.341592623531783,0.9397040012479912,2.965204395244054,-12.415136549742039,0.7413173773980246,2.9516682673919554
-12.270128894273652,0.8387946028708457,3.0598242584051083,-12.412153240929195,0.7420873729905685,2.952811451949423
-12.782718699045603,0.6940615211560437,2.967528019603681,-12.41684112361656,0.740767110465241,2.944852829434753
-12.589961921622045,0.9271615713085991,3.012480403161191,-12.422618464061474,0.7389832465875686,2.9409078788495884
-12.661563672703007,0.8188284862792893,2.9295562499880874,-12.427039164751765,0.7359647066001959,2.9430366813863253
-12.439467212004532,0.8423361400336894,3.040302869951758,-12.423756373127466,0.7365955178040872,2.941540546293256
-12.15370725288056,0.6805533040905118,3.020500037387815,-12.420805453084297,0.7425645564680183,2.9401917645395828
-12.010145015651435,0.9754308249026302,3.052106405428699,-12.414680630756274,0.7418932684459614,2.938785148817739
-12.52147079217617,0.7450064582552754,3.0142855801977677,-12.415322652675817,0.7382835517509948,2.9374543844792225
-12.208591774548433,0.9841670238196611,3.065919506610488,-12.42030341834495,0.7421885950957677,2.931779259198653
-12.341171653645196,0.9222345108527646,2.9781917855979336,-12.418802931439231,0.7352208296143282,2.930609519074109
-11.829360990837714,0.7318961705645435,2.8740127507893263,-12.422742972932676,0.7340566601232592,2.931312657890982
-12.224552403995794,0.7678799624640777,3.0970265062497493,-12.426410540994867,0.736679203832618,2.9302585672912054
-12.028277535357775,0.9347399515266626,2.95441794798578,-12.423877555787252,0.7364200169870339,2.9367380779356607
-12.156574073215818,0.7707304801967505,3.205598644250348,-12.422358649506556,0.7419751697477962,2.9295309300682484
-12.285848427454004,0.9783107245748202,3.049689847816559,-12.425835530953266,0.7397531981294684,2.930410071113673
-12.64386112591966,0.9154044616449308,3.01534311119198,-12.429223661237796,0.739798466382539,2.928958553191557
-12.301348173913942,0.8861811335893616,2.91530812161843,-12.430783996991519,0.7425974572463182,2.9234490568991447
-11.943084595990939,1.0022911859465131,3.1572674433774948,-12.425196317334514,0.7382811273463704,2.9264153717906773
-12.108853203335796,1.0736357682848212,3.0818333757371597,-12.432378531939436,0.7379094439430248,2.930447309500208
-12.622879073823382,0.9766320899160168,3.072946988199096,-12.433377385967749,0.7323473548686058,2.935565340259099
-12.121709807059005,0.9281931489131102,2.9888508324566017,-12.434671122786908,0.7284668721724894,2.9341060506060397
-12.359909711969488,0.6862277804832977,3.0904992048741233,-12.431972795881764,0.7307981299887157,2.9340904152281726
-12.234706352630067,0.9715101200340899,3.0927927789578766,-12.426159776614199,0.7347737451087087,2.9377766781019616
-12.268188238785818,1.0003308563684021,3.124230250068081,-12.424919274693124,0.7342647307750532,2.9402716698508766
-12.840094744093417,0.7368866059837118,3.235054541969594,-12.426091235763268,0.7342175697586505,2.9401114890524687
-12.469297377259487,0.6741688540107644,2.927703703685451,-12.429457448718887,0.7298193414902807,2.944015086284885
-12.500480611800366,0.6924364367901255,2.8842457630906075,-12.4310063402221,0.7306685287007809,2.938110071834675
-12.208140992912789,0.9175271545105819,3.063095377611429,-12.429889276483385,0.735346654844886,2.9413158208715435
-12.216740623093282,0.8953702562552376,2.876178846663909,-12.43097460329577,0.7447095648362569,2.9394404530448286
-12.335004365227059,0.8000827092889549,2.898475088601978,-12.427194315215047,0.7469363558241104,2.9391198498321556
-12.093356574604599,0.7775275655208735,2.9197461743641284,-12.430048912990008,0.7429417569841185,2.942757021282063
-12.143024058196646,1.030655105741631,3.0291255509112487,-12.424587838253435,0.7463429203865404,2.941488419947902
-12.312681247097686,0.9732886054217533,3.114301967165077,-12.4262278814958,0.7440345747607352,2.9410121678690095
-12.698461529430157,1.02135850040317,2.8682727485221546,-12.419941965774276,0.7443315243694811,2.9410569089078185
-12.37753072810309,1.087374528099853,3.0785711567659795,-12.419454132933195,0.7423800277816753,2.939321800314633
-12.487816291738676,0.9827178164962049,3.0293098775312313,-12.420052651378903,0.7403428616364058,2.938303380808551
-11.982932972640798,0.9675192710539584,2.90101757427672,-12.415219548423812,0.7439027461384229,2.939651579933523
-12.475790562169724,0.9327272000996487,2.987799965820881,-12.417510875576191,0.7401736377242937,2.9500140430419814
-12.509792291216776,0.8010960733098735,3.0190780079895765,-12.420637402867452,0.7354088629544727,2.9486090390726947
-12.264704727148114,0.9904320175215412,2.977757738135693,-12.417561673944567,0.7347785545368766,2.949230569093785
-12.276700390068708,0.7508557661350149,3.0162215033689503,-12.41662334907307,0.7354106021133237,2.952797969132108
-13.202773757738475,0.46521446313765613,3.6282843686151836,-12.416175304138887,0.7345167811431991,2.951673419352425
-11.923328040280358,0.902347754946701,2.9482347969579425,-12.41948082430533,0.7391104369841527,2.9520288710052243
-12.215537411869326,0.8766510718239581,2.9529206670909383,-12.417817299388826,0.7331292902962091,2.9525472738072747
-12.106246218847778,0.8785459578194431,3.215241475604489,-12.419716497478314,0.7334206625611459,2.9514822723693444
-12.071916876379834,0.6823596188581935,3.112429076165944,-12.42886823138168,0.7284665188665266,2.953456467245466
-12.1979387602756,1.2071822118071849,3.000384641952591,-12.427402700301935,0.7273157250108103,2.9507175365880625
-11.937907079275247,0.8772566784771698,3.2796972888047904,-12.425393495457714,0.726561200360602,2.944509599307674
